A.L.E: Arcade Learning Environment (version 0.11.0+dfae0bd)
[Powered by Stella]
device : cuda
Episode 7332 | Steps 2951638 | Return 12.0
Episode 7333 | Steps 2952023 | Return 10.0
Episode 7334 | Steps 2952502 | Return 10.0
Episode 7335 | Steps 2952857 | Return 10.0
Episode 7336 | Steps 2953205 | Return 13.0
Episode 7337 | Steps 2953779 | Return 7.0
Episode 7338 | Steps 2954101 | Return 6.0
Episode 7339 | Steps 2954587 | Return 9.0
Episode 7340 | Steps 2955077 | Return 10.0
Episode 7341 | Steps 2955559 | Return 10.0
Episode 7342 | Steps 2956075 | Return 11.0
Episode 7343 | Steps 2956347 | Return 5.0
Episode 7344 | Steps 2956733 | Return 7.0
Episode 7345 | Steps 2957158 | Return 15.0
Episode 7346 | Steps 2957339 | Return 2.0
Episode 7347 | Steps 2957665 | Return 5.0
Episode 7348 | Steps 2958031 | Return 12.0
Episode 7349 | Steps 2958277 | Return 3.0
Episode 7350 | Steps 2958905 | Return 12.0
Episode 7351 | Steps 2959506 | Return 19.0
Episode 7352 | Steps 2959766 | Return 4.0
Step 2960000: epsilon = 0.100
Episode 7353 | Steps 2960033 | Return 3.0
Episode 7354 | Steps 2960375 | Return 9.0
Episode 7355 | Steps 2960681 | Return 9.0
Episode 7356 | Steps 2961067 | Return 11.0
Episode 7357 | Steps 2961361 | Return 5.0
Episode 7358 | Steps 2961720 | Return 7.0
Episode 7359 | Steps 2962218 | Return 10.0
Episode 7360 | Steps 2962698 | Return 9.0
Episode 7361 | Steps 2963159 | Return 10.0
Episode 7362 | Steps 2963767 | Return 10.0
Episode 7363 | Steps 2964267 | Return 10.0
Episode 7364 | Steps 2964689 | Return 8.0
Episode 7365 | Steps 2965102 | Return 7.0
Episode 7366 | Steps 2965580 | Return 10.0
Episode 7367 | Steps 2966087 | Return 11.0
Episode 7368 | Steps 2966489 | Return 7.0
Episode 7369 | Steps 2966768 | Return 8.0
Episode 7370 | Steps 2967158 | Return 6.0
Episode 7371 | Steps 2967466 | Return 5.0
Episode 7372 | Steps 2967763 | Return 5.0
Episode 7373 | Steps 2968090 | Return 6.0
Episode 7374 | Steps 2968661 | Return 13.0
Episode 7375 | Steps 2968923 | Return 4.0
Episode 7376 | Steps 2969229 | Return 5.0
Episode 7377 | Steps 2969555 | Return 9.0
Step 2970000: epsilon = 0.100
Episode 7378 | Steps 2970043 | Return 10.0
Episode 7379 | Steps 2970352 | Return 5.0
Episode 7380 | Steps 2970783 | Return 9.0
Episode 7381 | Steps 2971140 | Return 10.0
Episode 7382 | Steps 2971416 | Return 5.0
Episode 7383 | Steps 2971719 | Return 5.0
Episode 7384 | Steps 2972336 | Return 10.0
Episode 7385 | Steps 2972694 | Return 10.0
Episode 7386 | Steps 2973050 | Return 7.0
Episode 7387 | Steps 2973357 | Return 5.0
Episode 7388 | Steps 2973777 | Return 11.0
Episode 7389 | Steps 2974254 | Return 8.0
Episode 7390 | Steps 2974533 | Return 4.0
Episode 7391 | Steps 2975045 | Return 13.0
Episode 7392 | Steps 2975546 | Return 11.0
Episode 7393 | Steps 2975934 | Return 13.0
Episode 7394 | Steps 2976404 | Return 8.0
Episode 7395 | Steps 2976753 | Return 6.0
Episode 7396 | Steps 2977393 | Return 11.0
Episode 7397 | Steps 2977767 | Return 6.0
Episode 7398 | Steps 2978145 | Return 7.0
Episode 7399 | Steps 2978437 | Return 5.0
Episode 7400 | Steps 2979004 | Return 18.0
Episode 7401 | Steps 2979535 | Return 10.0
Episode 7402 | Steps 2979810 | Return 4.0
Step 2980000: epsilon = 0.100
Episode 7403 | Steps 2980069 | Return 4.0
Episode 7404 | Steps 2980406 | Return 6.0
Episode 7405 | Steps 2980696 | Return 5.0
Episode 7406 | Steps 2980993 | Return 5.0
Episode 7407 | Steps 2981270 | Return 4.0
Episode 7408 | Steps 2981676 | Return 7.0
Episode 7409 | Steps 2982252 | Return 11.0
Episode 7410 | Steps 2982607 | Return 6.0
Episode 7411 | Steps 2983113 | Return 11.0
Episode 7412 | Steps 2983662 | Return 8.0
Episode 7413 | Steps 2983951 | Return 8.0
Episode 7414 | Steps 2984311 | Return 7.0
Episode 7415 | Steps 2984929 | Return 13.0
Episode 7416 | Steps 2985384 | Return 9.0
Episode 7417 | Steps 2985730 | Return 5.0
Episode 7418 | Steps 2986118 | Return 7.0
Episode 7419 | Steps 2986473 | Return 10.0
Episode 7420 | Steps 2986999 | Return 16.0
Episode 7421 | Steps 2987271 | Return 5.0
Episode 7422 | Steps 2987768 | Return 12.0
Episode 7423 | Steps 2988075 | Return 9.0
Episode 7424 | Steps 2988503 | Return 8.0
Episode 7425 | Steps 2988759 | Return 4.0
Episode 7426 | Steps 2989310 | Return 10.0
Episode 7427 | Steps 2989696 | Return 9.0
Step 2990000: epsilon = 0.100
Episode 7428 | Steps 2990000 | Return 5.0
Episode 7429 | Steps 2990410 | Return 6.0
Episode 7430 | Steps 2990728 | Return 10.0
Episode 7431 | Steps 2991004 | Return 5.0
Episode 7432 | Steps 2991298 | Return 5.0
Episode 7433 | Steps 2991640 | Return 6.0
Episode 7434 | Steps 2992037 | Return 10.0
Episode 7435 | Steps 2992470 | Return 8.0
Episode 7436 | Steps 2993005 | Return 10.0
Episode 7437 | Steps 2993586 | Return 15.0
Episode 7438 | Steps 2994039 | Return 9.0
Episode 7439 | Steps 2994267 | Return 3.0
Episode 7440 | Steps 2994556 | Return 4.0
Episode 7441 | Steps 2994979 | Return 8.0
Episode 7442 | Steps 2995520 | Return 15.0
Episode 7443 | Steps 2996068 | Return 9.0
Episode 7444 | Steps 2996401 | Return 7.0
Episode 7445 | Steps 2996798 | Return 8.0
Episode 7446 | Steps 2997332 | Return 11.0
Episode 7447 | Steps 2997688 | Return 6.0
Episode 7448 | Steps 2997992 | Return 5.0
Episode 7449 | Steps 2998559 | Return 16.0
Episode 7450 | Steps 2999144 | Return 13.0
Episode 7451 | Steps 2999526 | Return 7.0
Episode 7452 | Steps 2999896 | Return 7.0
Step 3000000: epsilon = 0.100
Episode 7453 | Steps 3000392 | Return 13.0
Episode 7454 | Steps 3000905 | Return 10.0
Episode 7455 | Steps 3001265 | Return 10.0
Episode 7456 | Steps 3001643 | Return 8.0
Episode 7457 | Steps 3001873 | Return 3.0
Episode 7458 | Steps 3002319 | Return 9.0
Episode 7459 | Steps 3002706 | Return 8.0
Episode 7460 | Steps 3003066 | Return 6.0
Episode 7461 | Steps 3003463 | Return 7.0
Episode 7462 | Steps 3003955 | Return 8.0
Episode 7463 | Steps 3004294 | Return 6.0
Episode 7464 | Steps 3004542 | Return 3.0
Episode 7465 | Steps 3004890 | Return 9.0
Episode 7466 | Steps 3005265 | Return 7.0
Episode 7467 | Steps 3005547 | Return 4.0
Episode 7468 | Steps 3005996 | Return 11.0
Episode 7469 | Steps 3006366 | Return 7.0
Episode 7470 | Steps 3006626 | Return 4.0
Episode 7471 | Steps 3007150 | Return 11.0
Episode 7472 | Steps 3007445 | Return 4.0
Episode 7473 | Steps 3007848 | Return 11.0
Episode 7474 | Steps 3008203 | Return 6.0
Episode 7475 | Steps 3008658 | Return 8.0
Episode 7476 | Steps 3008979 | Return 8.0
Episode 7477 | Steps 3009426 | Return 12.0
Episode 7478 | Steps 3009722 | Return 4.0
Step 3010000: epsilon = 0.100
Episode 7479 | Steps 3010237 | Return 10.0
Episode 7480 | Steps 3010683 | Return 7.0
Episode 7481 | Steps 3011084 | Return 13.0
Episode 7482 | Steps 3011528 | Return 12.0
Episode 7483 | Steps 3011827 | Return 12.0
Episode 7484 | Steps 3012172 | Return 9.0
Episode 7485 | Steps 3012628 | Return 8.0
Episode 7486 | Steps 3012913 | Return 7.0
Episode 7487 | Steps 3013397 | Return 12.0
Episode 7488 | Steps 3013643 | Return 7.0
Episode 7489 | Steps 3014009 | Return 7.0
Episode 7490 | Steps 3014285 | Return 8.0
Episode 7491 | Steps 3014906 | Return 11.0
Episode 7492 | Steps 3015556 | Return 14.0
Episode 7493 | Steps 3015964 | Return 9.0
Episode 7494 | Steps 3016673 | Return 14.0
Episode 7495 | Steps 3017056 | Return 11.0
Episode 7496 | Steps 3017368 | Return 5.0
Episode 7497 | Steps 3017854 | Return 16.0
Episode 7498 | Steps 3018306 | Return 10.0
Episode 7499 | Steps 3018612 | Return 9.0
Episode 7500 | Steps 3018941 | Return 5.0
Episode 7501 | Steps 3019275 | Return 6.0
Episode 7502 | Steps 3019664 | Return 14.0
Step 3020000: epsilon = 0.100
Episode 7503 | Steps 3020065 | Return 7.0
Episode 7504 | Steps 3020372 | Return 5.0
Episode 7505 | Steps 3020737 | Return 6.0
Episode 7506 | Steps 3021104 | Return 6.0
Episode 7507 | Steps 3021432 | Return 7.0
Episode 7508 | Steps 3021886 | Return 13.0
Episode 7509 | Steps 3022259 | Return 8.0
Episode 7510 | Steps 3022717 | Return 9.0
Episode 7511 | Steps 3023175 | Return 10.0
Episode 7512 | Steps 3023670 | Return 9.0
Episode 7513 | Steps 3024021 | Return 7.0
Episode 7514 | Steps 3024463 | Return 9.0
Episode 7515 | Steps 3024837 | Return 8.0
Episode 7516 | Steps 3025243 | Return 8.0
Episode 7517 | Steps 3025536 | Return 5.0
Episode 7518 | Steps 3025835 | Return 4.0
Episode 7519 | Steps 3026135 | Return 12.0
Episode 7520 | Steps 3026527 | Return 7.0
Episode 7521 | Steps 3026945 | Return 12.0
Episode 7522 | Steps 3027269 | Return 9.0
Episode 7523 | Steps 3027587 | Return 6.0
Episode 7524 | Steps 3027928 | Return 6.0
Episode 7525 | Steps 3028360 | Return 8.0
Episode 7526 | Steps 3028605 | Return 3.0
Episode 7527 | Steps 3028895 | Return 5.0
Episode 7528 | Steps 3029316 | Return 7.0
Episode 7529 | Steps 3029641 | Return 6.0
Step 3030000: epsilon = 0.100
Episode 7530 | Steps 3030010 | Return 7.0
Episode 7531 | Steps 3030421 | Return 8.0
Episode 7532 | Steps 3030984 | Return 16.0
Episode 7533 | Steps 3031504 | Return 10.0
Episode 7534 | Steps 3031914 | Return 8.0
Episode 7535 | Steps 3032237 | Return 9.0
Episode 7536 | Steps 3032599 | Return 9.0
Episode 7537 | Steps 3033069 | Return 13.0
Episode 7538 | Steps 3033433 | Return 7.0
Episode 7539 | Steps 3033687 | Return 4.0
Episode 7540 | Steps 3034077 | Return 7.0
Episode 7541 | Steps 3034498 | Return 9.0
Episode 7542 | Steps 3034843 | Return 5.0
Episode 7543 | Steps 3035230 | Return 7.0
Episode 7544 | Steps 3035641 | Return 8.0
Episode 7545 | Steps 3035905 | Return 4.0
Episode 7546 | Steps 3036406 | Return 9.0
Episode 7547 | Steps 3036881 | Return 10.0
Episode 7548 | Steps 3037127 | Return 3.0
Episode 7549 | Steps 3037531 | Return 8.0
Episode 7550 | Steps 3037880 | Return 6.0
Episode 7551 | Steps 3038215 | Return 4.0
Episode 7552 | Steps 3038557 | Return 6.0
Episode 7553 | Steps 3038847 | Return 5.0
Episode 7554 | Steps 3039189 | Return 6.0
Episode 7555 | Steps 3039641 | Return 8.0
Episode 7556 | Steps 3039933 | Return 5.0
Step 3040000: epsilon = 0.100
Episode 7557 | Steps 3040263 | Return 7.0
Episode 7558 | Steps 3040744 | Return 10.0
Episode 7559 | Steps 3041193 | Return 9.0
Episode 7560 | Steps 3041637 | Return 9.0
Episode 7561 | Steps 3042082 | Return 9.0
Episode 7562 | Steps 3042339 | Return 4.0
Episode 7563 | Steps 3042663 | Return 6.0
Episode 7564 | Steps 3043060 | Return 7.0
Episode 7565 | Steps 3043405 | Return 9.0
Episode 7566 | Steps 3043702 | Return 8.0
Episode 7567 | Steps 3044077 | Return 7.0
Episode 7568 | Steps 3044475 | Return 10.0
Episode 7569 | Steps 3045000 | Return 14.0
Episode 7570 | Steps 3045298 | Return 12.0
Episode 7571 | Steps 3045762 | Return 13.0
Episode 7572 | Steps 3046105 | Return 7.0
Episode 7573 | Steps 3046622 | Return 9.0
Episode 7574 | Steps 3046927 | Return 9.0
Episode 7575 | Steps 3047228 | Return 12.0
Episode 7576 | Steps 3047671 | Return 8.0
Episode 7577 | Steps 3048024 | Return 7.0
Episode 7578 | Steps 3048501 | Return 13.0
Episode 7579 | Steps 3048833 | Return 5.0
Episode 7580 | Steps 3049230 | Return 8.0
Episode 7581 | Steps 3049705 | Return 10.0
Step 3050000: epsilon = 0.100
Episode 7582 | Steps 3050042 | Return 6.0
Episode 7583 | Steps 3050530 | Return 10.0
Episode 7584 | Steps 3050909 | Return 14.0
Episode 7585 | Steps 3051306 | Return 7.0
Episode 7586 | Steps 3051678 | Return 12.0
Episode 7587 | Steps 3052147 | Return 9.0
Episode 7588 | Steps 3052622 | Return 8.0
Episode 7589 | Steps 3053061 | Return 15.0
Episode 7590 | Steps 3053410 | Return 7.0
Episode 7591 | Steps 3053674 | Return 4.0
Episode 7592 | Steps 3054021 | Return 7.0
Episode 7593 | Steps 3054472 | Return 14.0
Episode 7594 | Steps 3054899 | Return 9.0
Episode 7595 | Steps 3055308 | Return 7.0
Episode 7596 | Steps 3055652 | Return 6.0
Episode 7597 | Steps 3056032 | Return 8.0
Episode 7598 | Steps 3056464 | Return 9.0
Episode 7599 | Steps 3056806 | Return 6.0
Episode 7600 | Steps 3057301 | Return 11.0
Episode 7601 | Steps 3057581 | Return 8.0
Episode 7602 | Steps 3058010 | Return 9.0
Episode 7603 | Steps 3058413 | Return 8.0
Episode 7604 | Steps 3058738 | Return 5.0
Episode 7605 | Steps 3059260 | Return 9.0
Episode 7606 | Steps 3059671 | Return 11.0
Episode 7607 | Steps 3059995 | Return 9.0
Step 3060000: epsilon = 0.100
Episode 7608 | Steps 3060338 | Return 9.0
Episode 7609 | Steps 3060790 | Return 15.0
Episode 7610 | Steps 3061126 | Return 6.0
Episode 7611 | Steps 3061574 | Return 9.0
Episode 7612 | Steps 3062081 | Return 10.0
Episode 7613 | Steps 3062343 | Return 4.0
Episode 7614 | Steps 3062683 | Return 9.0
Episode 7615 | Steps 3063107 | Return 6.0
Episode 7616 | Steps 3063456 | Return 7.0
Episode 7617 | Steps 3063845 | Return 7.0
Episode 7618 | Steps 3064194 | Return 12.0
Episode 7619 | Steps 3064536 | Return 6.0
Episode 7620 | Steps 3065034 | Return 10.0
Episode 7621 | Steps 3065532 | Return 10.0
Episode 7622 | Steps 3065999 | Return 12.0
Episode 7623 | Steps 3066350 | Return 12.0
Episode 7624 | Steps 3066815 | Return 11.0
Episode 7625 | Steps 3067260 | Return 11.0
Episode 7626 | Steps 3067686 | Return 12.0
Episode 7627 | Steps 3068042 | Return 4.0
Episode 7628 | Steps 3068475 | Return 14.0
Episode 7629 | Steps 3069097 | Return 10.0
Episode 7630 | Steps 3069326 | Return 3.0
Episode 7631 | Steps 3069632 | Return 5.0
Episode 7632 | Steps 3069926 | Return 12.0
Step 3070000: epsilon = 0.100
Episode 7633 | Steps 3070462 | Return 11.0
Episode 7634 | Steps 3071078 | Return 14.0
Episode 7635 | Steps 3071389 | Return 5.0
Episode 7636 | Steps 3071946 | Return 12.0
Episode 7637 | Steps 3072590 | Return 12.0
Episode 7638 | Steps 3072879 | Return 5.0
Episode 7639 | Steps 3073251 | Return 7.0
Episode 7640 | Steps 3073559 | Return 9.0
Episode 7641 | Steps 3073904 | Return 5.0
Episode 7642 | Steps 3074473 | Return 16.0
Episode 7643 | Steps 3074784 | Return 5.0
Episode 7644 | Steps 3075161 | Return 12.0
Episode 7645 | Steps 3075434 | Return 8.0
Episode 7646 | Steps 3075779 | Return 6.0
Episode 7647 | Steps 3076141 | Return 7.0
Episode 7648 | Steps 3076459 | Return 6.0
Episode 7649 | Steps 3076887 | Return 7.0
Episode 7650 | Steps 3077368 | Return 10.0
Episode 7651 | Steps 3077741 | Return 7.0
Episode 7652 | Steps 3078054 | Return 6.0
Episode 7653 | Steps 3078428 | Return 8.0
Episode 7654 | Steps 3079012 | Return 12.0
Episode 7655 | Steps 3079255 | Return 4.0
Episode 7656 | Steps 3079642 | Return 8.0
Episode 7657 | Steps 3079997 | Return 7.0
Step 3080000: epsilon = 0.100
Episode 7658 | Steps 3080404 | Return 9.0
Episode 7659 | Steps 3080756 | Return 6.0
Episode 7660 | Steps 3081274 | Return 11.0
Episode 7661 | Steps 3081736 | Return 7.0
Episode 7662 | Steps 3082199 | Return 10.0
Episode 7663 | Steps 3082543 | Return 7.0
Episode 7664 | Steps 3082989 | Return 9.0
Episode 7665 | Steps 3083367 | Return 6.0
Episode 7666 | Steps 3083803 | Return 8.0
Episode 7667 | Steps 3084124 | Return 6.0
Episode 7668 | Steps 3084417 | Return 5.0
Episode 7669 | Steps 3084857 | Return 9.0
Episode 7670 | Steps 3085196 | Return 6.0
Episode 7671 | Steps 3085567 | Return 7.0
Episode 7672 | Steps 3085978 | Return 9.0
Episode 7673 | Steps 3086313 | Return 6.0
Episode 7674 | Steps 3086706 | Return 14.0
Episode 7675 | Steps 3087215 | Return 14.0
Episode 7676 | Steps 3087638 | Return 9.0
Episode 7677 | Steps 3088046 | Return 8.0
Episode 7678 | Steps 3088405 | Return 9.0
Episode 7679 | Steps 3088632 | Return 3.0
Episode 7680 | Steps 3088904 | Return 5.0
Episode 7681 | Steps 3089314 | Return 9.0
Episode 7682 | Steps 3089656 | Return 17.0
Step 3090000: epsilon = 0.100
Episode 7683 | Steps 3090033 | Return 10.0
Episode 7684 | Steps 3090310 | Return 5.0
Episode 7685 | Steps 3090744 | Return 6.0
Episode 7686 | Steps 3091147 | Return 7.0
Episode 7687 | Steps 3091529 | Return 3.0
Episode 7688 | Steps 3092190 | Return 9.0
Episode 7689 | Steps 3092567 | Return 7.0
Episode 7690 | Steps 3092988 | Return 8.0
Episode 7691 | Steps 3093315 | Return 6.0
Episode 7692 | Steps 3093637 | Return 6.0
Episode 7693 | Steps 3094105 | Return 13.0
Episode 7694 | Steps 3094578 | Return 12.0
Episode 7695 | Steps 3095105 | Return 11.0
Episode 7696 | Steps 3095682 | Return 10.0
Episode 7697 | Steps 3096210 | Return 12.0
Episode 7698 | Steps 3096629 | Return 8.0
Episode 7699 | Steps 3096875 | Return 4.0
Episode 7700 | Steps 3097316 | Return 8.0
Episode 7701 | Steps 3097559 | Return 3.0
Episode 7702 | Steps 3097935 | Return 9.0
Episode 7703 | Steps 3098447 | Return 11.0
Episode 7704 | Steps 3099177 | Return 14.0
Episode 7705 | Steps 3099391 | Return 3.0
Episode 7706 | Steps 3099717 | Return 9.0
Step 3100000: epsilon = 0.100
Episode 7707 | Steps 3100141 | Return 12.0
Episode 7708 | Steps 3100518 | Return 8.0
Episode 7709 | Steps 3100857 | Return 6.0
Episode 7710 | Steps 3101225 | Return 7.0
Episode 7711 | Steps 3101639 | Return 6.0
Episode 7712 | Steps 3101997 | Return 6.0
Episode 7713 | Steps 3102396 | Return 10.0
Episode 7714 | Steps 3102872 | Return 10.0
Episode 7715 | Steps 3103188 | Return 12.0
Episode 7716 | Steps 3103548 | Return 6.0
Episode 7717 | Steps 3103853 | Return 5.0
Episode 7718 | Steps 3104313 | Return 12.0
Episode 7719 | Steps 3104852 | Return 12.0
Episode 7720 | Steps 3105944 | Return 15.0
Episode 7721 | Steps 3106337 | Return 12.0
Episode 7722 | Steps 3106813 | Return 8.0
Episode 7723 | Steps 3107352 | Return 12.0
Episode 7724 | Steps 3107725 | Return 5.0
Episode 7725 | Steps 3108057 | Return 12.0
Episode 7726 | Steps 3108465 | Return 8.0
Episode 7727 | Steps 3108805 | Return 6.0
Episode 7728 | Steps 3109359 | Return 12.0
Episode 7729 | Steps 3109801 | Return 8.0
Step 3110000: epsilon = 0.100
Episode 7730 | Steps 3110206 | Return 6.0
Episode 7731 | Steps 3110572 | Return 10.0
Episode 7732 | Steps 3110867 | Return 5.0
Episode 7733 | Steps 3111163 | Return 5.0
Episode 7734 | Steps 3111561 | Return 11.0
Episode 7735 | Steps 3112193 | Return 19.0
Episode 7736 | Steps 3112422 | Return 3.0
Episode 7737 | Steps 3112853 | Return 12.0
Episode 7738 | Steps 3113233 | Return 10.0
Episode 7739 | Steps 3113758 | Return 9.0
Episode 7740 | Steps 3114152 | Return 8.0
Episode 7741 | Steps 3114440 | Return 5.0
Episode 7742 | Steps 3114812 | Return 7.0
Episode 7743 | Steps 3115120 | Return 9.0
Episode 7744 | Steps 3115414 | Return 5.0
Episode 7745 | Steps 3115643 | Return 3.0
Episode 7746 | Steps 3116018 | Return 7.0
Episode 7747 | Steps 3116293 | Return 4.0
Episode 7748 | Steps 3116524 | Return 3.0
Episode 7749 | Steps 3117045 | Return 11.0
Episode 7750 | Steps 3117322 | Return 8.0
Episode 7751 | Steps 3117741 | Return 7.0
Episode 7752 | Steps 3118051 | Return 8.0
Episode 7753 | Steps 3118589 | Return 7.0
Episode 7754 | Steps 3118863 | Return 4.0
Episode 7755 | Steps 3119175 | Return 5.0
Episode 7756 | Steps 3119657 | Return 17.0
Step 3120000: epsilon = 0.100
Episode 7757 | Steps 3120028 | Return 7.0
Episode 7758 | Steps 3120437 | Return 8.0
Episode 7759 | Steps 3120844 | Return 7.0
Episode 7760 | Steps 3121377 | Return 13.0
Episode 7761 | Steps 3121807 | Return 9.0
Episode 7762 | Steps 3122131 | Return 6.0
Episode 7763 | Steps 3122329 | Return 2.0
Episode 7764 | Steps 3122510 | Return 2.0
Episode 7765 | Steps 3122880 | Return 12.0
Episode 7766 | Steps 3123314 | Return 9.0
Episode 7767 | Steps 3123639 | Return 9.0
Episode 7768 | Steps 3123967 | Return 6.0
Episode 7769 | Steps 3124484 | Return 9.0
Episode 7770 | Steps 3124882 | Return 10.0
Episode 7771 | Steps 3125257 | Return 14.0
Episode 7772 | Steps 3125592 | Return 6.0
Episode 7773 | Steps 3125898 | Return 5.0
Episode 7774 | Steps 3126306 | Return 9.0
Episode 7775 | Steps 3126813 | Return 9.0
Episode 7776 | Steps 3127356 | Return 10.0
Episode 7777 | Steps 3127692 | Return 6.0
Episode 7778 | Steps 3128098 | Return 7.0
Episode 7779 | Steps 3128509 | Return 11.0
Episode 7780 | Steps 3128936 | Return 11.0
Episode 7781 | Steps 3129261 | Return 5.0
Episode 7782 | Steps 3129556 | Return 4.0
Step 3130000: epsilon = 0.100
Episode 7783 | Steps 3130131 | Return 12.0
Episode 7784 | Steps 3130413 | Return 8.0
Episode 7785 | Steps 3130820 | Return 11.0
Episode 7786 | Steps 3131167 | Return 6.0
Episode 7787 | Steps 3131703 | Return 7.0
Episode 7788 | Steps 3132209 | Return 9.0
Episode 7789 | Steps 3132500 | Return 6.0
Episode 7790 | Steps 3132969 | Return 13.0
Episode 7791 | Steps 3133797 | Return 12.0
Episode 7792 | Steps 3134175 | Return 6.0
Episode 7793 | Steps 3134629 | Return 9.0
Episode 7794 | Steps 3135290 | Return 12.0
Episode 7795 | Steps 3135662 | Return 6.0
Episode 7796 | Steps 3135922 | Return 4.0
Episode 7797 | Steps 3136262 | Return 6.0
Episode 7798 | Steps 3136829 | Return 11.0
Episode 7799 | Steps 3137415 | Return 11.0
Episode 7800 | Steps 3137867 | Return 8.0
Episode 7801 | Steps 3138209 | Return 6.0
Episode 7802 | Steps 3138618 | Return 6.0
Episode 7803 | Steps 3139139 | Return 11.0
Episode 7804 | Steps 3139751 | Return 13.0
Step 3140000: epsilon = 0.100
Episode 7805 | Steps 3140330 | Return 9.0
Episode 7806 | Steps 3140688 | Return 6.0
Episode 7807 | Steps 3141027 | Return 6.0
Episode 7808 | Steps 3141405 | Return 7.0
Episode 7809 | Steps 3141832 | Return 12.0
Episode 7810 | Steps 3142044 | Return 3.0
Episode 7811 | Steps 3142412 | Return 12.0
Episode 7812 | Steps 3142795 | Return 10.0
Episode 7813 | Steps 3143104 | Return 9.0
Episode 7814 | Steps 3143429 | Return 13.0
Episode 7815 | Steps 3143797 | Return 17.0
Episode 7816 | Steps 3144356 | Return 11.0
Episode 7817 | Steps 3144847 | Return 12.0
Episode 7818 | Steps 3145153 | Return 9.0
Episode 7819 | Steps 3145733 | Return 16.0
Episode 7820 | Steps 3146093 | Return 10.0
Episode 7821 | Steps 3146352 | Return 4.0
Episode 7822 | Steps 3146643 | Return 5.0
Episode 7823 | Steps 3147018 | Return 7.0
Episode 7824 | Steps 3147342 | Return 9.0
Episode 7825 | Steps 3147653 | Return 5.0
Episode 7826 | Steps 3148063 | Return 8.0
Episode 7827 | Steps 3148428 | Return 7.0
Episode 7828 | Steps 3148900 | Return 7.0
Episode 7829 | Steps 3149427 | Return 11.0
Episode 7830 | Steps 3149654 | Return 3.0
Episode 7831 | Steps 3149906 | Return 4.0
Step 3150000: epsilon = 0.100
Episode 7832 | Steps 3150314 | Return 7.0
Episode 7833 | Steps 3150751 | Return 8.0
Episode 7834 | Steps 3151143 | Return 10.0
Episode 7835 | Steps 3151504 | Return 9.0
Episode 7836 | Steps 3151839 | Return 13.0
Episode 7837 | Steps 3152179 | Return 6.0
Episode 7838 | Steps 3152510 | Return 6.0
Episode 7839 | Steps 3152862 | Return 6.0
Episode 7840 | Steps 3153325 | Return 9.0
Episode 7841 | Steps 3153585 | Return 4.0
Episode 7842 | Steps 3153923 | Return 6.0
Episode 7843 | Steps 3154214 | Return 5.0
Episode 7844 | Steps 3154574 | Return 10.0
Episode 7845 | Steps 3155090 | Return 10.0
Episode 7846 | Steps 3155429 | Return 6.0
Episode 7847 | Steps 3155929 | Return 9.0
Episode 7848 | Steps 3156235 | Return 9.0
Episode 7849 | Steps 3156704 | Return 9.0
Episode 7850 | Steps 3157206 | Return 9.0
Episode 7851 | Steps 3157483 | Return 8.0
Episode 7852 | Steps 3157754 | Return 5.0
Episode 7853 | Steps 3158094 | Return 6.0
Episode 7854 | Steps 3158415 | Return 6.0
Episode 7855 | Steps 3158759 | Return 6.0
Episode 7856 | Steps 3159050 | Return 5.0
Episode 7857 | Steps 3159390 | Return 5.0
Episode 7858 | Steps 3159695 | Return 5.0
Step 3160000: epsilon = 0.100
Episode 7859 | Steps 3160002 | Return 9.0
Episode 7860 | Steps 3160398 | Return 8.0
Episode 7861 | Steps 3160577 | Return 2.0
Episode 7862 | Steps 3160872 | Return 9.0
Episode 7863 | Steps 3161084 | Return 3.0
Episode 7864 | Steps 3161441 | Return 7.0
Episode 7865 | Steps 3161673 | Return 3.0
Episode 7866 | Steps 3161934 | Return 4.0
Episode 7867 | Steps 3162332 | Return 14.0
Episode 7868 | Steps 3162764 | Return 10.0
Episode 7869 | Steps 3163068 | Return 6.0
Episode 7870 | Steps 3163329 | Return 4.0
Episode 7871 | Steps 3163650 | Return 6.0
Episode 7872 | Steps 3163977 | Return 4.0
Episode 7873 | Steps 3164330 | Return 6.0
Episode 7874 | Steps 3164609 | Return 4.0
Episode 7875 | Steps 3164915 | Return 9.0
Episode 7876 | Steps 3165251 | Return 6.0
Episode 7877 | Steps 3165464 | Return 3.0
Episode 7878 | Steps 3165742 | Return 4.0
Episode 7879 | Steps 3166032 | Return 5.0
Episode 7880 | Steps 3166324 | Return 5.0
Episode 7881 | Steps 3166634 | Return 5.0
Episode 7882 | Steps 3167052 | Return 9.0
Episode 7883 | Steps 3167436 | Return 8.0
Episode 7884 | Steps 3167936 | Return 11.0
Episode 7885 | Steps 3168254 | Return 6.0
Episode 7886 | Steps 3168612 | Return 10.0
Episode 7887 | Steps 3168921 | Return 5.0
Episode 7888 | Steps 3169211 | Return 5.0
Episode 7889 | Steps 3169550 | Return 6.0
Episode 7890 | Steps 3169878 | Return 13.0
Step 3170000: epsilon = 0.100
Episode 7891 | Steps 3170352 | Return 9.0
Episode 7892 | Steps 3170726 | Return 7.0
Episode 7893 | Steps 3171194 | Return 11.0
Episode 7894 | Steps 3171573 | Return 8.0
Episode 7895 | Steps 3171914 | Return 6.0
Episode 7896 | Steps 3172345 | Return 9.0
